ID,Charm Type,Charm Name,Skill 1,Skill 2,Charm Slot,Table No.
32767,Timeworn Charm,Dragon Talisman,Reload Spd +5,KO +2,0,12
15048,Timeworn Charm,Queen Talisman,WindPress +1,,1,12
33928,Timeworn Charm,Dragon Talisman,Sharpness +5,Constitutn +3,0,12
23295,Timeworn Charm,King Talisman,Rewards +4,,0,12
47414,Timeworn Charm,King Talisman,Sharpness +3,Rec Speed -1,1,12
43763,Timeworn Charm,King Talisman,Guard +6,Sheathe -8,0,12
54817,Timeworn Charm,King Talisman,HearProtct +4,Fire Atk -7,0,12
39431,Timeworn Charm,King Talisman,Will Recov +5,,0,12
11378,Timeworn Charm,King Talisman,KO +1,Rewards +3,0,12
41638,Timeworn Charm,Queen Talisman,Evade Dist +3,,0,12
7632,Timeworn Charm,King Talisman,Stamina +5,,0,12
35972,Timeworn Charm,King Talisman,Eating +2,,2,12
56224,Timeworn Charm,Queen Talisman,Will Recov +3,,0,12
25611,Timeworn Charm,Queen Talisman,Carving +1,Crit Draw -2,0,12
62852,Timeworn Charm,Dragon Talisman,PelletS Up +5,Sharpener +5,0,12
15605,Timeworn Charm,Queen Talisman,Artisan +1,,1,12
1234,Timeworn Charm,Queen Talisman,Constitutn +1,,1,12
21095,Timeworn Charm,Queen Talisman,Protection +1,Water Res +1,0,12
52392,Timeworn Charm,Queen Talisman,Guard Up +1,,1,12
4809,Timeworn Charm,Dragon Talisman,Sheathe +6,Ice Attack +9,0,12
62028,Timeworn Charm,King Talisman,Blight Res +4,Will Recov -1,0,12
1307,Timeworn Charm,King Talisman,Potential +4,,2,12
33943,Timeworn Charm,Queen Talisman,Thundr Atk +5,,0,12
25935,Timeworn Charm,King Talisman,Sharpness +1,Dragon Res +12,0,12
54513,Timeworn Charm,King Talisman,PunishDraw +2,Thundr Atk +8,0,12
51290,Timeworn Charm,King Talisman,Eating +3,Debilitate +1,0,12
6946,Timeworn Charm,King Talisman,PierceS Up +4,,1,12
45962,Timeworn Charm,Queen Talisman,Reload Spd +4,Hunger -10,0,12
49663,Timeworn Charm,Dragon Talisman,Eating +4,KO +2,0,12
47409,Timeworn Charm,King Talisman,FastCharge +4,,0,12
42883,Timeworn Charm,King Talisman,Fire Atk +5,NormalS Up -3,1,12
30663,Timeworn Charm,Queen Talisman,Rewards +1,Status -6,2,12
36922,Timeworn Charm,Queen Talisman,Artisan +2,Horn -5,0,12
27335,Timeworn Charm,Dragon Talisman,Artisan +4,NormalS Up +3,0,12
39461,Timeworn Charm,Dragon Talisman,Blight Res +2,Fate +3,0,12
16658,Timeworn Charm,Queen Talisman,Sheathe +1,,1,12
55836,Timeworn Charm,Queen Talisman,Constitutn +2,,0,12
22686,Timeworn Charm,King Talisman,Elemental +4,,0,12
5593,Timeworn Charm,Dragon Talisman,Slam +4,Expert +5,0,12
3923,Timeworn Charm,King Talisman,Slam +2,Fate -3,2,12
36818,Timeworn Charm,King Talisman,WindPress +5,Protection -6,0,12
9031,Timeworn Charm,Queen Talisman,Protection +1,Fire Res -6,1,12
20744,Timeworn Charm,King Talisman,Guard Up +5,ThunderRes -6,0,12
55979,Timeworn Charm,Queen Talisman,PierceS Up +1,Defense -10,1,12
47854,Timeworn Charm,Queen Talisman,Will Recov +3,Water Atk +1,0,12
55840,Timeworn Charm,King Talisman,Reload Spd +1,Eating +2,0,12
23390,Timeworn Charm,Dragon Talisman,Evade Dist +5,Crit Draw +1,1,12
64134,Timeworn Charm,Queen Talisman,Reload Spd +4,Eating -1,0,12
45148,Timeworn Charm,King Talisman,Potential +4,Awaken -3,2,12
37125,Timeworn Charm,Queen Talisman,Constitutn +2,Fire Atk -7,2,12
63063,Timeworn Charm,Queen Talisman,Eating +1,,2,12
52741,Timeworn Charm,Dragon Talisman,Slam +5,Hunger +4,0,12
870,Timeworn Charm,Dragon Talisman,PunishDraw +5,Guard Up +4,0,12
22394,Timeworn Charm,King Talisman,Recoil +4,Dragon Atk +2,0,12
19564,Timeworn Charm,Dragon Talisman,FastCharge +2,Crit Draw +3,0,12
44388,Timeworn Charm,Dragon Talisman,Guard +6,Evasion +2,0,12
34091,Timeworn Charm,Queen Talisman,PelletS Up +2,,0,12
51983,Timeworn Charm,King Talisman,Rapid Fire +4,,1,12
63551,Timeworn Charm,Queen Talisman,PunishDraw +1,Carving +1,1,12
7903,Timeworn Charm,King Talisman,Artisan +4,,0,12
18305,Timeworn Charm,Queen Talisman,Potential +1,Blight Res -3,0,12
18893,Timeworn Charm,King Talisman,HearProtct +5,,0,12
57018,Timeworn Charm,King Talisman,KO +4,Dragon Res +4,0,12
34629,Timeworn Charm,Queen Talisman,Guard +1,,1,12
15945,Timeworn Charm,Queen Talisman,KO +3,,0,12
61074,Timeworn Charm,Queen Talisman,NormalS Up +1,,1,12
29492,Timeworn Charm,King Talisman,Rapid Fire +5,NormalS Up -1,0,12
26915,Timeworn Charm,Queen Talisman,Artisan +1,Recoil -1,1,12
30904,Timeworn Charm,King Talisman,HearProtct +5,,0,12
13975,Timeworn Charm,Queen Talisman,Protection +4,,0,12
41169,Timeworn Charm,King Talisman,HearProtct +5,,0,12
55814,Timeworn Charm,King Talisman,Eating +5,Water Atk -4,0,12
18814,Timeworn Charm,Queen Talisman,Rewards +2,PelletS Up -2,1,12
43114,Timeworn Charm,King Talisman,Sheathe +1,NormalS Up +3,0,12
5956,Timeworn Charm,Queen Talisman,Rapid Fire +1,Hunger -9,0,12
2448,Timeworn Charm,Dragon Talisman,Awaken +3,HearProtct +3,0,12
38670,Timeworn Charm,Queen Talisman,Reload Spd +2,Stamina +1,0,12
8168,Timeworn Charm,Queen Talisman,FatigueAtk +3,Loading -2,0,12
64945,Timeworn Charm,Dragon Talisman,Loading +2,PunishDraw +3,0,12
57158,Timeworn Charm,King Talisman,FatigueAtk +6,,0,12
59269,Timeworn Charm,Queen Talisman,Awaken +1,Recoil -1,1,12
38627,Timeworn Charm,Queen Talisman,Reload Spd +2,,0,12
600,Timeworn Charm,Dragon Talisman,Sharpness +4,PierceS Up +2,0,12
40237,Timeworn Charm,King Talisman,Rec Level +5,Attack +2,0,12
22508,Timeworn Charm,King Talisman,Constitutn +1,Guard +2,2,12
39628,Timeworn Charm,King Talisman,Rapid Fire +2,Fate +1,1,12
46050,Timeworn Charm,King Talisman,Thundr Atk +3,Blight Res -3,3,12
65151,Timeworn Charm,King Talisman,FatigueAtk +6,,1,12
28051,Timeworn Charm,Queen Talisman,Ice Attack +3,FastCharge +1,0,12
34751,Timeworn Charm,Queen Talisman,Ice Attack +2,Reload Spd +1,0,12
37417,Timeworn Charm,Queen Talisman,Carving +2,Health -2,0,12
49092,Timeworn Charm,Queen Talisman,Evade Dist +4,,0,12
12276,Timeworn Charm,Queen Talisman,Rewards +1,,0,12
3597,Timeworn Charm,Queen Talisman,Recoil +1,,0,12
44805,Timeworn Charm,Dragon Talisman,Eating +2,Horn +9,0,12
42120,Timeworn Charm,King Talisman,Loading +5,Rec Level -3,0,12
27101,Timeworn Charm,Queen Talisman,HearProtct +3,,0,12
63640,Timeworn Charm,King Talisman,Elemental +4,,0,12
23567,Timeworn Charm,King Talisman,PierceS Up +4,,0,12
29923,Timeworn Charm,Queen Talisman,Reload Spd +1,,1,12
37408,Timeworn Charm,Queen Talisman,Guard Up +2,Expert -5,2,12
47508,Timeworn Charm,King Talisman,Evade Dist +3,,2,12
60307,Timeworn Charm,Queen Talisman,Rewards +1,,1,12
25226,Timeworn Charm,Dragon Talisman,Rapid Fire +5,FatigueAtk +2,0,12
60455,Timeworn Charm,King Talisman,Protection +1,PierceS Up +3,0,12
51274,Timeworn Charm,Queen Talisman,Status +4,Expert -5,0,12
4130,Timeworn Charm,Dragon Talisman,Protection +6,,0,12
7887,Timeworn Charm,Queen Talisman,Debilitate +2,Evasion +1,0,12
15489,Timeworn Charm,King Talisman,Recoil +5,,0,12
46181,Timeworn Charm,Dragon Talisman,Loading +6,Elemental +3,0,12
22844,Timeworn Charm,King Talisman,Crit Draw +5,,0,12
33401,Timeworn Charm,Queen Talisman,NormalS Up +3,Slam -2,0,12
61269,Timeworn Charm,Dragon Talisman,HearProtct +5,BombStrUp +6,0,12
63812,Timeworn Charm,King Talisman,Elemental +3,Loading +2,0,12
53839,Timeworn Charm,Queen Talisman,Slam +3,,0,12
63392,Timeworn Charm,King Talisman,Elemental +5,,0,12
45282,Timeworn Charm,King Talisman,Guard Up +4,Stamina -1,1,12
60709,Timeworn Charm,King Talisman,Recoil +5,,0,12
30615,Timeworn Charm,Queen Talisman,Dragon Atk +3,,1,12
28474,Timeworn Charm,King Talisman,Rec Level +5,Horn -5,1,12
43836,Timeworn Charm,Dragon Talisman,Eating +5,Evasion +4,0,12
2302,Timeworn Charm,King Talisman,Fencing +3,,1,12
12974,Timeworn Charm,Queen Talisman,Sheathe +1,Wide Area +4,0,12
61082,Timeworn Charm,Dragon Talisman,Will Recov +6,Ice Attack +5,0,12
30900,Timeworn Charm,King Talisman,Fate +2,Blight Res +2,0,12
13271,Timeworn Charm,King Talisman,Elemental +5,,0,12
47991,Timeworn Charm,Dragon Talisman,FastCharge +3,Stamina +3,0,12
14589,Timeworn Charm,Queen Talisman,Blight Res +1,,1,12
18507,Timeworn Charm,Queen Talisman,Ice Attack +4,,0,12
54445,Timeworn Charm,Dragon Talisman,Evasion +6,Sheathe +3,0,12
39322,Timeworn Charm,Queen Talisman,Eating +1,ThunderRes -2,0,12
57557,Timeworn Charm,King Talisman,Blight Res +5,Stun -8,0,12
64130,Timeworn Charm,King Talisman,Constitutn +4,Evade Dist +1,0,12
44444,Timeworn Charm,King Talisman,WindPress +4,HearProtct -1,1,12
43947,Timeworn Charm,King Talisman,NormalS Up +5,,0,12
21838,Timeworn Charm,King Talisman,Blight Res +2,Stamina +1,1,12
52434,Timeworn Charm,Queen Talisman,Sharpness +1,,2,12
12201,Timeworn Charm,King Talisman,Sharpness +1,WindPress +2,0,12
55760,Timeworn Charm,King Talisman,Sheathe +4,,1,12
9310,Timeworn Charm,Queen Talisman,Awaken +1,Sharpness -1,2,12
4485,Timeworn Charm,Queen Talisman,Potential +2,Health -10,2,12
5004,Timeworn Charm,Queen Talisman,Constitutn +2,,0,12
30985,Timeworn Charm,King Talisman,Eating +4,Ice Res +6,0,12
28231,Timeworn Charm,Queen Talisman,Guard Up +3,Carving -3,0,12
1068,Timeworn Charm,Queen Talisman,Debilitate +1,Loading -2,0,12
57242,Timeworn Charm,King Talisman,Fire Atk +3,,2,12
8690,Timeworn Charm,King Talisman,Crit Draw +2,FastCharge +1,2,12
26091,Timeworn Charm,Queen Talisman,Dragon Atk +2,,0,12
16606,Timeworn Charm,King Talisman,Carving +5,Fire Res +3,0,12
46684,Timeworn Charm,King Talisman,Recoil +1,BombStrUp +9,0,12
46009,Timeworn Charm,Queen Talisman,KO +4,Fate -3,0,12
57935,Timeworn Charm,Queen Talisman,Evade Dist +2,,1,12
65295,Timeworn Charm,King Talisman,Sharpness +2,Reload Spd +3,0,12
53395,Timeworn Charm,King Talisman,HearProtct +4,,0,12
50611,Timeworn Charm,Queen Talisman,Sheathe +1,,0,12
18168,Timeworn Charm,Queen Talisman,Artisan +2,,1,12
60144,Timeworn Charm,King Talisman,Stamina +4,Awaken +1,0,12
61901,Timeworn Charm,Queen Talisman,Rewards +2,Recoil -1,0,12
44318,Timeworn Charm,Dragon Talisman,Awaken +5,,3,12
21771,Timeworn Charm,King Talisman,Ice Attack +6,,1,12
40642,Timeworn Charm,King Talisman,Status +5,Slam +1,0,12
28425,Timeworn Charm,Queen Talisman,PierceS Up +1,Attack -4,0,12
35212,Timeworn Charm,Queen Talisman,Recoil +2,Fire Atk -2,0,12
53190,Timeworn Charm,King Talisman,Rapid Fire +5,Carving -1,0,12
14531,Timeworn Charm,King Talisman,HearProtct +4,,0,12
8299,Timeworn Charm,Queen Talisman,Evasion +1,,1,12
22638,Timeworn Charm,King Talisman,Carving +5,,0,12
62508,Timeworn Charm,King Talisman,Recoil +3,Expert +3,0,12
20424,Timeworn Charm,King Talisman,Thundr Atk +7,Horn -5,0,12
65022,Timeworn Charm,King Talisman,FatigueAtk +5,Gunnery +2,0,12
5347,Timeworn Charm,Dragon Talisman,Protection +4,Potential +4,0,12
25990,Timeworn Charm,King Talisman,NormalS Up +3,WindPress +2,0,12
64193,Timeworn Charm,Queen Talisman,Rec Level +4,Debilitate -3,0,12
55532,Timeworn Charm,Queen Talisman,Potential +4,Status -10,0,12
34545,Timeworn Charm,Dragon Talisman,HearProtct +3,Rec Level +4,0,12
1161,Timeworn Charm,King Talisman,PunishDraw +2,Gunnery +5,0,12
8247,Timeworn Charm,King Talisman,Fate +4,,0,12
13486,Timeworn Charm,Dragon Talisman,HearProtct +4,Fire Res +11,0,12
20468,Timeworn Charm,King Talisman,Ice Attack +6,,0,12
7403,Timeworn Charm,Queen Talisman,KO +1,,0,12
61031,Timeworn Charm,King Talisman,NormalS Up +3,,2,12
21924,Timeworn Charm,Queen Talisman,KO +4,Sheathe -4,0,12
2207,Timeworn Charm,Queen Talisman,Reload Spd +4,Hunger -5,0,12
61617,Timeworn Charm,King Talisman,Awaken +5,,0,12
59697,Timeworn Charm,Queen Talisman,Status +1,Protection +1,1,12
48592,Timeworn Charm,King Talisman,Water Atk +7,Blight Res -1,0,12
55002,Timeworn Charm,Queen Talisman,Thundr Atk +2,Stun -4,0,12
6628,Timeworn Charm,Queen Talisman,Potential +2,Will Recov +1,0,12
55357,Timeworn Charm,Queen Talisman,Fire Atk +3,Rec Level -2,1,12
3745,Timeworn Charm,Dragon Talisman,Carving +4,Reload Spd +3,0,12
5490,Timeworn Charm,King Talisman,Fencing +3,,1,12
51158,Timeworn Charm,Queen Talisman,KO +1,Fire Atk -10,1,12
49077,Timeworn Charm,King Talisman,Fire Atk +3,Wide Area -10,3,12
9636,Timeworn Charm,King Talisman,Fate +4,Slam +1,0,12
61861,Timeworn Charm,King Talisman,Rapid Fire +4,,0,12
37278,Timeworn Charm,King Talisman,Sharpness +1,Wide Area +10,0,12
24628,Timeworn Charm,Dragon Talisman,Potential +6,Dragon Atk +8,0,12
20570,Timeworn Charm,Dragon Talisman,Rewards +2,KO +4,0,12
25355,Timeworn Charm,Queen Talisman,NormalS Up +1,,1,12
17796,Timeworn Charm,King Talisman,Ice Attack +4,Defense +3,0,12
60035,Timeworn Charm,King Talisman,Protection +6,Stun -4,0,12
42717,Timeworn Charm,King Talisman,Rewards +4,,0,12
1447,Timeworn Charm,Queen Talisman,Blight Res +3,,0,12
58583,Timeworn Charm,Queen Talisman,Fate +3,,0,12
48617,Timeworn Charm,King Talisman,Rec Level +2,Protection +8,0,12
59402,Timeworn Charm,King Talisman,Carving +5,ThunderRes -4,0,12
62035,Timeworn Charm,Queen Talisman,Status +3,Crit Draw -3,0,12
2539,Timeworn Charm,Queen Talisman,Crit Draw +1,Guard Up -2,0,12
54686,Timeworn Charm,King Talisman,Guard +5,,0,12
16375,Timeworn Charm,Queen Talisman,Dragon Atk +1,,1,12
6028,Timeworn Charm,Queen Talisman,Fate +1,Wide Area +5,0,12
15120,Timeworn Charm,Queen Talisman,Fencing +1,,2,12
46600,Timeworn Charm,Dragon Talisman,Ice Attack +6,Constitutn -3,3,12
31225,Timeworn Charm,King Talisman,PunishDraw +5,Water Res -9,1,12
5108,Timeworn Charm,King Talisman,Loading +5,,0,12
49289,Timeworn Charm,King Talisman,Guard +3,,3,12
46948,Timeworn Charm,King Talisman,Evasion +5,Reload Spd -1,0,12
27110,Timeworn Charm,Queen Talisman,Guard Up +4,,0,12
65224,Timeworn Charm,Dragon Talisman,Thundr Atk +7,Psychic +5,0,12
40899,Timeworn Charm,King Talisman,PierceS Up +4,Fate -1,0,12
8294,Timeworn Charm,King Talisman,HearProtct +5,,0,12
21758,Timeworn Charm,King Talisman,Reload Spd +6,,0,12
38354,Timeworn Charm,Queen Talisman,Fate +2,WindPress -5,0,12
17915,Timeworn Charm,King Talisman,Ice Attack +7,,1,12
15616,Timeworn Charm,Dragon Talisman,Fencing +2,Evasion +4,0,12
3170,Timeworn Charm,King Talisman,KO +5,Thundr Atk +4,0,12
35016,Timeworn Charm,King Talisman,Sharpness +5,Health -1,0,12
18694,Timeworn Charm,Dragon Talisman,Evade Dist +2,Rapid Fire +3,0,12
21994,Timeworn Charm,Dragon Talisman,Guard Up +6,NormalS Up +2,0,12
14527,Timeworn Charm,Queen Talisman,Fate +1,Fencing -2,0,12
7595,Timeworn Charm,King Talisman,Water Atk +4,,2,12
29460,Timeworn Charm,King Talisman,Reload Spd +6,Constitutn -1,0,12
21283,Timeworn Charm,King Talisman,Guard Up +5,,0,12
20117,Timeworn Charm,Dragon Talisman,Constitutn +2,Debilitate +3,0,12
10990,Timeworn Charm,King Talisman,Awaken +5,Rec Speed +5,0,12
38713,Timeworn Charm,Queen Talisman,Reload Spd +3,Status -6,0,12
15736,Timeworn Charm,Queen Talisman,PierceS Up +1,,1,12
24290,Timeworn Charm,Queen Talisman,HearProtct +3,,0,12
26445,Timeworn Charm,King Talisman,Status +5,,0,12
13547,Timeworn Charm,Queen Talisman,Carving +3,,0,12
31204,Timeworn Charm,Queen Talisman,Guard Up +2,Sharpener -4,0,12
1412,Timeworn Charm,Dragon Talisman,Thundr Atk +4,Attack +6,1,12
52423,Timeworn Charm,King Talisman,Fencing +5,,0,12
10265,Timeworn Charm,King Talisman,HearProtct +4,Wide Area +3,0,12
41839,Timeworn Charm,King Talisman,Dragon Atk +3,,3,12
43008,Timeworn Charm,Queen Talisman,Fencing +1,,2,12
52663,Timeworn Charm,Queen Talisman,Status +2,,0,12
52505,Timeworn Charm,Queen Talisman,FatigueAtk +3,,1,12
24697,Timeworn Charm,King Talisman,PunishDraw +1,Fire Atk +6,2,12
32714,Timeworn Charm,Queen Talisman,WindPress +1,Dragon Res -4,0,12
5720,Timeworn Charm,Queen Talisman,Status +1,Wide Area -6,0,12
26275,Timeworn Charm,King Talisman,Awaken +6,Wide Area -3,0,12
48990,Timeworn Charm,Queen Talisman,Elemental +3,Blight Res -1,0,12
59687,Timeworn Charm,Queen Talisman,Water Atk +3,,0,12
46832,Timeworn Charm,Queen Talisman,Carving +1,,1,12
6694,Timeworn Charm,King Talisman,Rec Level +3,PelletS Up +1,0,12
1610,Timeworn Charm,Queen Talisman,Evade Dist +3,Fire Res -5,1,12
21908,Timeworn Charm,Queen Talisman,PelletS Up +3,,0,12
64754,Timeworn Charm,King Talisman,Evade Dist +6,Ice Attack -2,0,12
23542,Timeworn Charm,Dragon Talisman,Stamina +5,Rec Level +3,0,12
25523,Timeworn Charm,Queen Talisman,Evade Dist +2,Elemental -3,0,12
47364,Timeworn Charm,Queen Talisman,Fire Atk +1,Defense -8,1,12
34963,Timeworn Charm,Queen Talisman,Guard +2,,1,12
9366,Timeworn Charm,Dragon Talisman,Sheathe +5,Awaken +4,0,12
14341,Timeworn Charm,King Talisman,Blight Res +4,Rec Speed +5,0,12
40222,Timeworn Charm,Queen Talisman,Status +4,,0,12
19868,Timeworn Charm,Dragon Talisman,Evade Dist +4,Fencing +3,0,12
32529,Timeworn Charm,King Talisman,PierceS Up +5,,0,12
38523,Timeworn Charm,Dragon Talisman,FatigueAtk +5,Fencing +3,0,12
47659,Timeworn Charm,Dragon Talisman,Evasion +6,NormalS Up +1,0,12
21520,Timeworn Charm,King Talisman,PierceS Up +2,KO +2,0,12
61829,Timeworn Charm,Dragon Talisman,Reload Spd +6,Blight Res +2,0,12
31646,Timeworn Charm,Queen Talisman,PierceS Up +1,FastCharge -3,0,12
13841,Timeworn Charm,King Talisman,Reload Spd +4,Water Res -3,1,12
17585,Timeworn Charm,Queen Talisman,Eating +2,HearProtct -3,1,12
22899,Timeworn Charm,King Talisman,PierceS Up +4,Ice Attack -3,2,12
43081,Timeworn Charm,King Talisman,Rec Level +3,Awaken +3,0,12
148,Timeworn Charm,King Talisman,Crit Draw +4,,1,12
26048,Timeworn Charm,Dragon Talisman,Dragon Atk +4,Artisan +3,0,12
9038,Timeworn Charm,Dragon Talisman,Elemental +5,Evade Dist +2,0,12
21976,Timeworn Charm,King Talisman,Ice Attack +5,HearProtct +1,0,12
11359,Timeworn Charm,Queen Talisman,Stamina +1,PierceS Up +1,0,12
38294,Timeworn Charm,Dragon Talisman,Status +6,Rec Level +4,0,12
7355,Timeworn Charm,Queen Talisman,NormalS Up +1,,0,12
52583,Timeworn Charm,King Talisman,Will Recov +4,Constitutn -3,2,12
38425,Timeworn Charm,King Talisman,Slam +4,FastCharge -3,0,12
30411,Timeworn Charm,King Talisman,FastCharge +4,,0,12
57933,Timeworn Charm,King Talisman,Awaken +5,,1,12
64943,Timeworn Charm,King Talisman,Elemental +1,Status +4,0,12
56806,Timeworn Charm,Queen Talisman,Carving +2,Wide Area +2,1,12
62680,Timeworn Charm,King Talisman,Recoil +4,,1,12
50696,Timeworn Charm,King Talisman,Protection +6,Sheathe -3,0,12
33128,Timeworn Charm,King Talisman,Evasion +6,,0,12
13221,Timeworn Charm,King Talisman,Protection +6,,0,12
39191,Timeworn Charm,Dragon Talisman,FatigueAtk +5,Wide Area +11,0,12
34501,Timeworn Charm,Queen Talisman,Recoil +2,Dragon Atk -2,0,12
58780,Timeworn Charm,King Talisman,PierceS Up +3,Eating +2,0,12
17926,Timeworn Charm,King Talisman,Dragon Atk +5,,1,12
17552,Timeworn Charm,King Talisman,Evasion +5,Defense +3,0,12
17091,Timeworn Charm,King Talisman,Rewards +5,Loading -3,0,12
1318,Timeworn Charm,Queen Talisman,Blight Res +2,,0,12
35879,Timeworn Charm,Queen Talisman,PierceS Up +1,,0,12
39856,Timeworn Charm,Queen Talisman,Elemental +3,,0,12
20815,Timeworn Charm,Dragon Talisman,Potential +5,Will Recov +4,0,12
3112,Timeworn Charm,King Talisman,Rapid Fire +1,PelletS Up +2,0,12
24808,Timeworn Charm,Queen Talisman,Water Atk +3,,1,12
52250,Timeworn Charm,King Talisman,Artisan +3,Rec Level -3,2,12
45180,Timeworn Charm,Queen Talisman,FatigueAtk +4,Rec Speed -2,0,12
42757,Timeworn Charm,King Talisman,Potential +5,Water Atk -3,0,12
8487,Timeworn Charm,King Talisman,Reload Spd +3,Rapid Fire +2,0,12
55726,Timeworn Charm,Queen Talisman,FatigueAtk +1,,1,12
3326,Timeworn Charm,King Talisman,Guard Up +1,Water Res +9,0,12
62472,Timeworn Charm,Queen Talisman,Fate +3,,0,12
14088,Timeworn Charm,King Talisman,Rapid Fire +1,Status +3,0,12
61057,Timeworn Charm,Queen Talisman,FastCharge +3,Sheathe -8,0,12
26500,Timeworn Charm,King Talisman,Ice Attack +6,,0,12
23227,Timeworn Charm,Queen Talisman,KO +2,,0,12
35446,Timeworn Charm,Queen Talisman,Carving +3,,0,12
29011,Timeworn Charm,Queen Talisman,Loading +1,,3,12
7622,Timeworn Charm,Dragon Talisman,Fate +2,HearProtct +3,0,12
34212,Timeworn Charm,King Talisman,Fire Atk +7,,0,12
7916,Timeworn Charm,King Talisman,PelletS Up +4,Ice Attack +1,0,12
20593,Timeworn Charm,King Talisman,PunishDraw +2,Elemental +2,0,12
29403,Timeworn Charm,Queen Talisman,Rewards +2,,1,12
11251,Timeworn Charm,Dragon Talisman,Sheathe +2,WindPress +3,0,12
19286,Timeworn Charm,King Talisman,Evade Dist +4,KO +2,0,12
60823,Timeworn Charm,King Talisman,Constitutn +5,PelletS Up +1,0,12
50679,Timeworn Charm,Dragon Talisman,Guard Up +6,Status +4,0,12
30136,Timeworn Charm,Dragon Talisman,Artisan +4,Will Recov +3,0,12
9533,Timeworn Charm,Queen Talisman,Status +2,Awaken -2,1,12
43733,Timeworn Charm,Dragon Talisman,WindPress +4,Status +2,0,12
49537,Timeworn Charm,Queen Talisman,Guard +2,Health +2,1,12
25233,Timeworn Charm,Queen Talisman,Constitutn +1,Recoil -3,0,12
61687,Timeworn Charm,King Talisman,Sharpness +4,Protection -10,0,12
6654,Timeworn Charm,King Talisman,PunishDraw +1,Eating +3,0,12
59933,Timeworn Charm,Dragon Talisman,Rapid Fire +3,NormalS Up +3,0,12
24765,Timeworn Charm,Queen Talisman,Water Atk +5,,0,12
44682,Timeworn Charm,Queen Talisman,Fire Atk +2,,1,12
20472,Timeworn Charm,King Talisman,Eating +5,,0,12
8107,Timeworn Charm,King Talisman,Carving +5,,0,12
54209,Timeworn Charm,Queen Talisman,Constitutn +1,Will Recov -1,0,12
63149,Timeworn Charm,Queen Talisman,Evasion +1,,3,12
2514,Timeworn Charm,King Talisman,Rec Level +4,FatigueAtk +1,0,12
50286,Timeworn Charm,King Talisman,FatigueAtk +5,Protection -6,0,12
26331,Timeworn Charm,King Talisman,Sheathe +5,,1,12
58846,Timeworn Charm,Queen Talisman,WindPress +1,Fire Res +2,2,12
29542,Timeworn Charm,Queen Talisman,Constitutn +1,Attack +1,1,12
35715,Timeworn Charm,Queen Talisman,Fate +1,Horn -4,0,12
10992,Timeworn Charm,Queen Talisman,Evade Dist +2,,2,12
39065,Timeworn Charm,Dragon Talisman,Fate +2,Reload Spd +4,0,12
12325,Timeworn Charm,King Talisman,Debilitate +1,Attack +4,2,12
12221,Timeworn Charm,Queen Talisman,Will Recov +4,,0,12
59280,Timeworn Charm,Queen Talisman,KO +2,Rewards -1,1,12
40563,Timeworn Charm,Dragon Talisman,Artisan +5,Ice Res -7,2,12
14521,Timeworn Charm,King Talisman,Elemental +4,Stun -8,0,12
6539,Timeworn Charm,Dragon Talisman,Fire Atk +7,Evasion +4,0,12
39693,Timeworn Charm,King Talisman,Recoil +4,Sheathe +1,1,12
57490,Timeworn Charm,King Talisman,Ice Attack +7,Crit Draw -3,0,12
52338,Timeworn Charm,King Talisman,PierceS Up +5,Awaken -2,0,12
60668,Timeworn Charm,King Talisman,Ice Attack +6,WindPress +1,0,12
23399,Timeworn Charm,King Talisman,Loading +3,Awaken +2,0,12
355,Timeworn Charm,King Talisman,WindPress +2,,2,12
62480,Timeworn Charm,Queen Talisman,Potential +2,PunishDraw -1,0,12
15496,Timeworn Charm,Queen Talisman,Fate +3,Evade Dist -1,0,12
47413,Timeworn Charm,Queen Talisman,Rewards +2,Thundr Atk -8,0,12
43587,Timeworn Charm,Dragon Talisman,Rec Level +5,Thundr Atk +8,0,12
23841,Timeworn Charm,Queen Talisman,Awaken +1,Stamina +1,1,12
12784,Timeworn Charm,King Talisman,Guard Up +3,PierceS Up +1,0,12
27642,Timeworn Charm,King Talisman,Dragon Atk +6,Attack -4,0,12
28130,Timeworn Charm,King Talisman,Sheathe +2,Rec Speed +8,0,12
48655,Timeworn Charm,Dragon Talisman,PelletS Up +5,Rec Level +3,0,12
727,Timeworn Charm,Queen Talisman,Stamina +1,,1,12
62589,Timeworn Charm,Queen Talisman,Sheathe +4,,0,12
34680,Timeworn Charm,King Talisman,Stamina +1,KO +3,0,12
24921,Timeworn Charm,Queen Talisman,Stamina +2,Water Res -2,0,12
6775,Timeworn Charm,Queen Talisman,Recoil +1,,0,12
15866,Timeworn Charm,King Talisman,Recoil +5,,0,12
47170,Timeworn Charm,Queen Talisman,Status +3,,0,12
819,Timeworn Charm,King Talisman,Status +5,,0,12
13418,Timeworn Charm,King Talisman,Carving +5,Guard -3,0,12
8500,Timeworn Charm,Queen Talisman,Ice Attack +5,,0,12
58014,Timeworn Charm,Queen Talisman,Crit Draw +1,,1,12
13836,Timeworn Charm,Dragon Talisman,Evade Dist +5,HearProtct +2,0,12
16705,Timeworn Charm,King Talisman,PierceS Up +3,,1,12
64108,Timeworn Charm,Queen Talisman,Eating +1,Water Atk -1,2,12
40572,Timeworn Charm,King Talisman,Eating +2,NormalS Up -3,2,12
16105,Timeworn Charm,Queen Talisman,Thundr Atk +5,PelletS Up -2,0,12
